number,value,D,total_supply,balances0,balances1,balances2,A_gamma0,A_gamma1,A_gamma2,A_gamma3,prices0,prices1
16219727,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219728,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219729,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219730,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219731,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219732,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219733,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219734,2981191031190,149811865763280995714031803,179765246450053705933358,49724147985024,299470579545,42281231946791852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694403326348875381982,1184970433901912630243
16219735,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219736,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219737,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219738,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219739,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219740,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219741,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219742,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219743,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219744,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219745,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219746,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219747,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219748,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219749,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219750,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219751,2981195063188,149811868468259719355162105,179765246450053705933358,49724147985024,299442523517,42285185896561852869433,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696769800562648312185,1184807607948644466657
16219752,2981102966103,149811887055560188401570933,179765246450053705933358,49693324774464,299442523517,42311247485103519537401,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696071035494802691531,1184746377538659546556
16219753,2981102966103,149811887055560188401570933,179765246450053705933358,49693324774464,299442523517,42311247485103519537401,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696071035494802691531,1184746377538659546556
16219754,2981102966103,149811887055560188401570933,179765246450053705933358,49693324774464,299442523517,42311247485103519537401,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696071035494802691531,1184746377538659546556
16219755,2981102966103,149811887055560188401570933,179765246450053705933358,49693324774464,299442523517,42311247485103519537401,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696071035494802691531,1184746377538659546556
16219756,2981102966103,149811887055560188401570933,179765246450053705933358,49693324774464,299442523517,42311247485103519537401,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16696071035494802691531,1184746377538659546556
16219757,2980955317963,149811911620588889306261282,179765246450053705933358,49654837342934,299442523517,42343819470780602872361,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695861181512516118977,1184583571332974157451
16219758,2980955317963,149811911620588889306261282,179765246450053705933358,49654837342934,299442523517,42343819470780602872361,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695861181512516118977,1184583571332974157451
16219759,2980955317963,149811911620588889306261282,179765246450053705933358,49654837342934,299442523517,42343819470780602872361,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695861181512516118977,1184583571332974157451
16219760,2980848493215,149811946110929488863776016,179765246450053705933358,49654837342934,299775798475,42296887161516592755121,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695762621528359885093,1184462499747172510523
16219761,2980848493215,149811946110929488863776016,179765246450053705933358,49654837342934,299775798475,42296887161516592755121,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695762621528359885093,1184462499747172510523
16219762,2980848493215,149811946110929488863776016,179765246450053705933358,49654837342934,299775798475,42296887161516592755121,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695762621528359885093,1184462499747172510523
16219763,2980848493215,149811946110929488863776016,179765246450053705933358,49654837342934,299775798475,42296887161516592755121,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695762621528359885093,1184462499747172510523
16219764,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219765,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219766,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219767,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219768,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219769,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219770,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219771,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219772,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219773,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219774,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219775,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219776,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219777,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219778,2980886790634,149811966125738442869237717,179765246450053705933358,49624054982817,299775798475,42322948750058259423089,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695637425195113799278,1184514796356358147323
16219779,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219780,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219781,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219782,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219783,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219784,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219785,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219786,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219787,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219788,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219789,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219790,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219791,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219792,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219793,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219794,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219795,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219796,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219797,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219798,2980330263970,149811984831871296071321688,179765246450053705933358,49596474018090,299775798475,42346322742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16695225181758519018537,1183881009431969523265
16219799,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219800,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219801,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219802,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219803,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219804,2979509626458,149737517788272314374987567,179765246450053705933358,49596462223987,299775798475,42346332742174459424625,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694793324745102100104,1182937671113780670952
16219805,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219806,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219807,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219808,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219809,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219810,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219811,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219812,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219813,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219814,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219815,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219816,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219817,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219818,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219819,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219820,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
16219821,2979267481915,149737564113680751644548206,179765246450053705933358,49596462223987,300205563451,42285730239925310744937,183752478137306770270222288013175834186240000,581076037942835227425498917514114728328226821,1633548703,0,16694685447850594886887,1182656143362852160869
